,Player,Series,date,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,0,4s,6s,Afghanistan,Australia,Bangladesh,England,India,Netherlands,New Zealand,Pakistan,South Africa,Sri Lanka,AVG_Run,AVG_SR,AVG_BF
495,Alex Carey,"Australia in India ODI Series, 2018/19",2 Mar 2019,5,5.0,2,103,36*,34.33,102.0,100.98,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29.412499999999998,89.78062500000001,0.08840972222222222
496,Alex Carey,"Australia v Pakistan ODI Series (in United Arab Emirates), 2018/19",22 Mar 2019,5,3.0,1,80,55,40.00,90.0,88.88,0,1,1,3,1,0,0,0,0,0,0,0,5,0,0,34.70625,89.3303125,0.09420486111111112
497,Alex Carey,"ICC Cricket World Cup (in England), 2019",1 Jun 2019,10,9.0,3,375,85,62.50,360.0,104.16,0,3,0,46,2,1,0,1,2,0,0,1,1,1,1,48.603125,96.74515625000001,0.11376909722222223
498,Alex Carey,"Australia in India ODI Series, 2019/20",14 Jan 2020,3,2.0,0,53,35,26.50,53.0,100.00,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,37.5515625,98.372578125,0.10105121527777777
499,Alex Carey,"Australia in South Africa ODI Series, 2019/20",29 Feb 2020,3,3.0,0,26,21,8.66,40.0,65.00,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,23.10578125,81.68628906250001,0.07274782986111111
500,Alex Carey,"Chappell-Hadlee Trophy [New Zealand in Australia], 2019/20",13 Mar 2020,1,1.0,0,1,1,1.00,2.0,50.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.052890625,65.84314453125,0.03970724826388889
501,Alex Carey,"ICC Men's Cricket World Cup Super League, 2020-2022/23",11 Sep 2020,18,17.0,3,563,106,40.21,667.0,84.40,1,3,0,47,6,0,0,0,3,0,0,3,3,0,0,26.1314453125,75.121572265625,0.08524578099468955
502,Alex Carey,"Australia in England ODI Series, 2020",11 Sep 2020,3,3.0,0,152,106,50.66,165.0,92.12,1,0,0,10,2,0,0,0,3,0,0,0,0,0,0,38.39572265625,83.6207861328125,0.13428955716401142
503,Alex Carey,"India in Australia ODI Series, 2020/21",27 Nov 2020,3,2.0,1,55,38,55.00,55.0,100.00,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,46.697861328125,91.81039306640625,0.11297811191533905
504,Alex Carey,"Australia in West Indies ODI Series, 2021",20 Jul 2021,3,3.0,0,112,67,37.33,152.0,73.68,0,1,0,9,2,0,0,0,0,0,0,0,0,0,0,42.0139306640625,82.74519653320313,0.14093350040211397
505,Alex Carey,"Australia in Pakistan ODI Series, 2021/22",29 Mar 2022,3,3.0,0,65,56,21.66,75.0,86.66,0,1,0,6,1,0,0,0,0,0,0,0,3,0,0,31.836965332031248,84.70259826660157,0.11213341686772366
506,Alex Carey,"Australia in Sri Lanka ODI Series, 2022",14 Jun 2022,5,5.0,1,149,49,37.25,179.0,83.24,0,0,0,8,1,0,0,0,0,0,0,0,0,0,5,34.54348266601562,83.97129913330079,0.1157333751005285
507,Alex Carey,"Zimbabwe in Australia ODI Series, 2022",28 Aug 2022,3,3.0,1,40,26*,20.00,50.0,80.00,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27.27174133300781,81.9856495666504,0.08564446532804203
508,Alex Carey,"Chappell-Hadlee Trophy [New Zealand in Australia], 2022",6 Sep 2022,3,3.0,1,139,85,69.50,170.0,81.76,0,1,0,11,1,0,0,0,0,0,0,3,0,0,0,48.385870666503905,81.8728247833252,0.13726667710846546
509,Alex Carey,"England in Australia ODI Series, 2022/23",17 Nov 2022,3,3.0,1,33,21,16.50,35.0,94.28,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,32.44293533325195,88.0764123916626,0.08807778299867718
510,Alex Carey,"Australia in India ODI Series, 2022/23",19 Mar 2023,2,1.0,0,38,38,38.00,46.0,82.60,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,35.221467666625976,85.3382061958313,0.12070555816600526
511,Alex Carey,"Australia in South Africa ODI Series, 2023/24",7 Sep 2023,5,5.0,0,122,99,24.40,123.0,99.18,0,1,0,10,4,0,0,0,0,0,0,0,0,5,0,29.810733833312987,92.25910309791566,0.10135277908300264
512,Alex Carey,"Australia in India ODI Series, 2023/24",24 Sep 2023,2,2.0,0,25,14,12.50,31.0,80.64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21.155366916656494,86.44955154895783,0.07650972287483465
513,Alex Carey,"ICC Cricket World Cup (in India), 2023/24",8 Oct 2023,1,1.0,0,0,0,0.00,2.0,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.155366916656494,86.44955154895783,0.04158819477075066
514,Cameron Green,"ICC Men's Cricket World Cup Super League, 2020-2022/23",2 Dec 2020,9,7.0,3,217,89*,54.25,230.0,94.34,0,1,0,17,6,0,0,0,0,0,0,2,3,0,0,54.25,94.34,0.10952380952380952
515,Cameron Green,"India in Australia ODI Series, 2020/21",2 Dec 2020,1,1.0,0,21,21,21.00,27.0,77.77,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,37.625,86.055,0.09976190476190476
516,Cameron Green,"Australia in Pakistan ODI Series, 2021/22",29 Mar 2022,3,3.0,1,79,40*,39.50,88.0,89.77,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,38.5625,87.9125,0.09876984126984127
517,Cameron Green,"Australia in Sri Lanka ODI Series, 2022",19 Jun 2022,3,3.0,2,53,25*,53.00,63.0,84.12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,45.78125,86.01625,0.08438492063492065
518,Cameron Green,"Zimbabwe in Australia ODI Series, 2022",28 Aug 2022,3,1.0,0,3,3,3.00,11.0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.390625,56.643125,0.060525793650793656
519,Cameron Green,"Chappell-Hadlee Trophy [New Zealand in Australia], 2022",6 Sep 2022,2,2.0,2,114,89*,-,104.0,109.61,0,1,0,12,3,0,0,0,0,0,0,2,0,0,0,24.390625,83.1265625,0.1169295634920635
520,Cameron Green,"England in Australia ODI Series, 2022/23",17 Nov 2022,1,1.0,1,20,20*,-,28.0,71.42,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,24.390625,77.27328125,0.10513144841269842
521,Cameron Green,"Australia in India ODI Series, 2022/23",17 Mar 2023,2,1.0,0,12,12,12.00,19.0,63.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.048828125,70.211640625,0.08423239087301587
522,Cameron Green,"Australia in South Africa ODI Series, 2023/24",7 Sep 2023,2,2.0,1,18,18,18.00,29.0,62.06,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,13.5244140625,66.1358203125,0.0662828621031746
523,Cameron Green,"Australia in India ODI Series, 2023/24",22 Sep 2023,3,3.0,0,59,31,19.66,78.0,75.64,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,16.59220703125,70.88791015625,0.07647476438492064
524,Cameron Green,"ICC Cricket World Cup (in India), 2023/24",8 Oct 2023,3,3.0,0,63,47,21.00,83.0,75.90,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,18.796103515625,73.393955078125,0.08434849330357143
525,Josh Hazlewood,"NatWest Series [Australia in England], 2010",22 Jun 2010,1,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
526,Josh Hazlewood,"NatWest Series [Australia in England], 2013",11 Sep 2013,1,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
527,Josh Hazlewood,"South Africa in Australia ODI Series, 2014/15",14 Nov 2014,4,1.0,1,0,0*,-,4.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.006666666666666667
528,Josh Hazlewood,"Carlton Mid One-Day International Tri-Series (Australia, England, India in Australia), 2014/15",26 Jan 2015,2,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.006666666666666667
529,Josh Hazlewood,"ICC Cricket World Cup (in Australia/New Zealand), 2014/15",14 Feb 2015,5,0.0,-,-,-,-,0.0,-,-,-,-,-,-,1,0,0,1,0,0,1,1,0,0,0.0,0.0,0.006666666666666667
530,Josh Hazlewood,"India in Australia ODI Series, 2015/16",12 Jan 2016,1,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.006666666666666667
531,Josh Hazlewood,"Chappell-Hadlee Trophy (Australia in New Zealand), 2015/16",3 Feb 2016,3,2.0,2,5,5*,-,5.0,100.00,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0.0,50.0,0.004583333333333333
532,Josh Hazlewood,"West Indies Tri-Nation Series (Australia, South Africa, West Indies), 2016",5 Jun 2016,7,2.0,2,11,11*,-,11.0,100.00,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0.0,75.0,0.011458333333333334
533,Josh Hazlewood,"Australia in Sri Lanka ODI Series, 2016",21 Aug 2016,2,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,2,0.0,75.0,0.011458333333333334
534,Josh Hazlewood,"Chappell-Hadlee Trophy [New Zealand in Australia], 2016/17",4 Dec 2016,3,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,0,0,0,3,0,0,0,0.0,75.0,0.011458333333333334
535,Josh Hazlewood,"Pakistan in Australia ODI Series, 2016/17",15 Jan 2017,4,1.0,1,0,0*,-,3.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,75.0,0.006432291666666667
536,Josh Hazlewood,"Chappell-Hadlee Trophy [Australia in New Zealand], 2016/17",30 Jan 2017,2,2.0,0,4,4,2.00,5.0,80.00,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1.0,44.6875,0.0073828125000000005
537,Josh Hazlewood,"ICC Champions Trophy (in England), 2017",2 Jun 2017,3,1.0,1,1,1*,-,5.0,20.00,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.0,32.34375,0.012024739583333333
538,Josh Hazlewood,"England in Australia ODI Series, 2017/18",21 Jan 2018,3,1.0,1,0,0*,-,3.0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.0,32.34375,0.011012369791666667
539,Josh Hazlewood,"South Africa in Australia ODI Series, 2018/19",4 Nov 2018,3,3.0,3,16,10*,-,21.0,76.19,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1.0,46.1809375,0.0171728515625
540,Josh Hazlewood,"Australia in India ODI Series, 2019/20",19 Jan 2020,1,1.0,1,1,1*,-,2.0,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,48.09046875,0.011919759114583334
541,Josh Hazlewood,"Australia in South Africa ODI Series, 2019/20",29 Feb 2020,2,1.0,0,1,1,1.00,4.0,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.53125,36.545234375,0.012626546223958333
542,Josh Hazlewood,"Chappell-Hadlee Trophy [New Zealand in Australia], 2019/20",13 Mar 2020,1,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,0,0,0,1,0,0,0,0.53125,36.545234375,0.012626546223958333
543,Josh Hazlewood,"ICC Men's Cricket World Cup Super League, 2020-2022/23",11 Sep 2020,14,6.0,5,38,23*,38.00,37.0,102.70,0,0,1,1,1,0,0,0,3,0,0,3,0,0,0,19.1328125,60.48630859375,0.013434414333767361
544,Josh Hazlewood,"Australia in England ODI Series, 2020",11 Sep 2020,3,2.0,2,7,7*,-,10.0,70.00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19.1328125,65.243154296875,0.015050540500217015
545,Josh Hazlewood,"India in Australia ODI Series, 2020/21",27 Nov 2020,3,1.0,1,7,7*,-,7.0,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1328125,82.6215771484375,0.019191936916775176
546,Josh Hazlewood,"Australia in West Indies ODI Series, 2021",20 Jul 2021,2,1.0,1,1,1*,-,2.0,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1328125,66.31078857421875,0.012929301791720922
547,Josh Hazlewood,"Australia in Sri Lanka ODI Series, 2022",14 Jun 2022,5,2.0,2,4,4*,-,4.0,100.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,19.1328125,83.15539428710937,0.009797984229193795
548,Josh Hazlewood,"Zimbabwe in Australia ODI Series, 2022",28 Aug 2022,3,1.0,0,0,0,0.00,2.0,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.1328125,83.15539428710937,0.008232325447930232
549,Josh Hazlewood,"Chappell-Hadlee Trophy [New Zealand in Australia], 2022",6 Sep 2022,3,1.0,1,23,23*,-,16.0,143.75,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,19.1328125,92.66384857177735,0.030782829390631785
550,Josh Hazlewood,"England in Australia ODI Series, 2022/23",19 Nov 2022,2,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,2,0,0,0,0,0,0,19.1328125,92.66384857177735,0.030782829390631785
551,Josh Hazlewood,"Australia in South Africa ODI Series, 2023/24",7 Sep 2023,3,2.0,2,13,12*,-,8.0,162.50,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,19.1328125,104.41596214294434,0.014362374014324613
552,Josh Hazlewood,"Australia in India ODI Series, 2023/24",24 Sep 2023,2,1.0,0,23,23,23.00,16.0,143.75,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,11.537368774414062,124.08298107147218,0.033847853673828976
553,Josh Hazlewood,"ICC Cricket World Cup (in India), 2023/24",8 Oct 2023,8,5.0,3,4,2,2.00,5.0,80.00,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,6.768684387207031,102.04149053573609,0.018590593503581155
554,Travis Head,"West Indies Tri-Nation Series (Australia, South Africa, West Indies), 2016",13 Jun 2016,1,1.0,0,1,1,1.00,2.0,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,50.0,0.006666666666666667
555,Travis Head,"Australia in Sri Lanka ODI Series, 2016",21 Aug 2016,5,5.0,0,130,40,26.00,193.0,67.35,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,13.5,58.675,0.06766666666666667
556,Travis Head,"Australia v Ireland ODI Match (in South Africa), 2016/17",27 Sep 2016,1,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,13.5,58.675,0.06766666666666667
557,Travis Head,"Australia in South Africa ODI Series, 2016/17",30 Sep 2016,5,5.0,0,139,51,27.80,126.0,110.31,0,1,1,15,3,0,0,0,0,0,0,0,0,5,0,17.275,69.82375,0.05891666666666667
558,Travis Head,"Chappell-Hadlee Trophy [New Zealand in Australia], 2016/17",4 Dec 2016,3,3.0,0,146,57,48.66,162.0,90.12,0,2,0,13,2,0,0,0,0,0,0,3,0,0,0,32.9675,79.97187500000001,0.11945833333333333
559,Travis Head,"Pakistan in Australia ODI Series, 2016/17",13 Jan 2017,5,5.0,1,270,128,67.50,268.0,100.74,1,1,0,25,7,0,0,0,0,0,0,0,5,0,0,50.23375,90.35593750000001,0.1490625
560,Travis Head,"Chappell-Hadlee Trophy [Australia in New Zealand], 2016/17",30 Jan 2017,2,2.0,0,58,53,29.00,87.0,66.66,0,1,0,6,0,0,0,0,0,0,0,2,0,0,0,39.616875,78.50796875,0.14703125
561,Travis Head,"ICC Champions Trophy (in England), 2017",2 Jun 2017,3,1.0,1,71,71*,-,64.0,110.93,0,1,0,5,2,0,0,1,1,0,0,1,0,0,0,39.616875,94.718984375,0.18018229166666666
562,Travis Head,"Australia in India ODI Series, 2017/18",17 Sep 2017,5,5.0,0,119,42,23.80,148.0,80.40,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,21.80421875,87.55949218750001,0.13942447916666667
563,Travis Head,"England in Australia ODI Series, 2017/18",14 Jan 2018,4,4.0,0,130,96,32.50,163.0,79.75,0,1,0,18,0,0,0,0,4,0,0,0,0,0,0,27.152109375000002,83.65474609375,0.13762890625000002
564,Travis Head,"Australia in England ODI Series, 2018",13 Jun 2018,5,5.0,0,194,63,38.80,164.0,118.29,0,3,0,28,1,0,0,0,5,0,0,0,0,0,0,32.976054687499996,100.972373046875,0.12348111979166668
565,Travis Head,"South Africa in Australia ODI Series, 2018/19",4 Nov 2018,3,3.0,0,15,8,5.00,37.0,40.54,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,18.988027343749998,70.7561865234375,0.0822961154513889
566,Travis Head,"ICC Men's Cricket World Cup Super League, 2020-2022/23",29 Mar 2022,3,3.0,0,190,101,63.33,143.0,132.86,1,1,1,18,8,0,0,0,0,0,0,0,3,0,0,41.159013671875,101.80809326171877,0.1205925021701389
567,Travis Head,"Australia in Pakistan ODI Series, 2021/22",29 Mar 2022,3,3.0,0,190,101,63.33,143.0,132.86,1,1,1,18,8,0,0,0,0,0,0,0,3,0,0,52.2445068359375,117.33404663085939,0.1397406955295139
568,Travis Head,"Australia in Sri Lanka ODI Series, 2022",16 Jun 2022,3,3.0,1,120,70*,60.00,132.0,90.90,0,1,0,8,3,0,0,0,0,0,0,0,0,0,3,56.12225341796875,104.11702331542969,0.14320368109809029
569,Travis Head,"England in Australia ODI Series, 2022/23",17 Nov 2022,3,3.0,0,240,152,80.00,215.0,111.62,1,1,0,29,5,0,0,0,3,0,0,0,0,0,0,68.06112670898438,107.86851165771485,0.19104628499348958
570,Travis Head,"Australia in India ODI Series, 2022/23",17 Mar 2023,3,3.0,1,89,51*,44.50,71.0,125.35,0,1,0,15,2,0,0,0,0,0,0,0,0,0,0,56.28056335449219,116.60925582885741,0.13496758694118924
571,Travis Head,"Australia in South Africa ODI Series, 2023/24",7 Sep 2023,4,4.0,1,152,64,50.66,99.0,153.53,0,1,0,22,6,0,0,0,0,0,0,0,0,4,0,53.47028167724609,135.0696279144287,0.10873379347059461
572,Travis Head,"ICC Cricket World Cup (in India), 2023/24",28 Oct 2023,3,3.0,0,120,109,40.00,79.0,151.89,1,0,1,11,7,1,0,0,1,0,0,1,0,0,0,46.735140838623046,143.47981395721433,0.09825578562418619
573,Josh Inglis,"Australia in Sri Lanka ODI Series, 2022",24 Jun 2022,1,1.0,0,5,5,5.00,10.0,50.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,50.0,0.03333333333333333
574,Josh Inglis,"ICC Men's Cricket World Cup Super League, 2020-2022/23",11 Sep 2022,1,1.0,0,10,10,10.00,16.0,62.50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.5,56.25,0.043333333333333335
575,Josh Inglis,"Chappell-Hadlee Trophy [New Zealand in Australia], 2022",11 Sep 2022,1,1.0,0,10,10,10.00,16.0,62.50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.75,59.375,0.04833333333333334
576,Josh Inglis,"Australia in India ODI Series, 2022/23",17 Mar 2023,1,1.0,0,26,26,26.00,27.0,96.29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17.375,77.83250000000001,0.06916666666666667
577,Josh Inglis,"Australia in South Africa ODI Series, 2023/24",7 Sep 2023,3,3.0,0,51,50,17.00,46.0,110.86,0,1,1,7,1,0,0,0,0,0,0,0,0,3,0,17.1875,94.34625,0.060138888888888895
578,Josh Inglis,"Australia in India ODI Series, 2023/24",22 Sep 2023,2,2.0,0,51,45,25.50,54.0,94.44,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,21.34375,94.393125,0.07506944444444444
579,Josh Inglis,"ICC Cricket World Cup (in India), 2023/24",12 Oct 2023,7,7.0,0,131,58,18.71,119.0,110.08,0,1,1,14,3,1,0,0,1,0,1,1,1,1,1,20.026875,102.23656249999999,0.06586805555555555
580,Marnus Labuschagne,"Australia in India ODI Series, 2019/20",14 Jan 2020,3,2.0,0,100,54,50.00,111.0,90.09,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,50.0,90.09,0.185
581,Marnus Labuschagne,"Australia in South Africa ODI Series, 2019/20",29 Feb 2020,3,3.0,0,149,108,49.66,160.0,93.12,1,0,1,10,0,0,0,0,0,0,0,0,0,3,0,49.83,91.605,0.18138888888888888
582,Marnus Labuschagne,"Chappell-Hadlee Trophy [New Zealand in Australia], 2019/20",13 Mar 2020,1,1.0,0,56,56,56.00,52.0,107.69,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,52.915,99.64750000000001,0.1773611111111111
583,Marnus Labuschagne,"ICC Men's Cricket World Cup Super League, 2020-2022/23",11 Sep 2020,12,12.0,0,313,70,26.08,387.0,80.87,0,3,1,20,0,0,0,0,3,0,0,3,3,0,0,39.4975,90.25875,0.14243055555555556
584,Marnus Labuschagne,"Australia in England ODI Series, 2020",11 Sep 2020,3,3.0,0,89,48,29.66,120.0,74.16,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,34.57875,82.209375,0.13788194444444446
585,Marnus Labuschagne,"India in Australia ODI Series, 2020/21",27 Nov 2020,3,3.0,0,79,70,26.33,76.0,103.94,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,30.454375,93.0746875,0.11116319444444445
586,Marnus Labuschagne,"Australia in Pakistan ODI Series, 2021/22",29 Mar 2022,3,3.0,0,88,59,29.33,94.0,93.61,0,1,0,7,0,0,0,0,0,0,0,0,3,0,0,29.8921875,93.34234375,0.10780381944444445
587,Marnus Labuschagne,"Australia in Sri Lanka ODI Series, 2022",14 Jun 2022,5,5.0,0,116,31,23.20,176.0,65.90,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,26.546093749999997,79.621171875,0.1125685763888889
588,Marnus Labuschagne,"Chappell-Hadlee Trophy [New Zealand in Australia], 2022",6 Sep 2022,3,3.0,0,57,52,19.00,97.0,58.76,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,22.773046875,69.1905859375,0.11017317708333334
589,Marnus Labuschagne,"England in Australia ODI Series, 2022/23",17 Nov 2022,3,3.0,1,70,58,35.00,65.0,107.69,0,1,0,5,1,0,0,0,3,0,0,0,0,0,0,28.8865234375,88.44029296875,0.09119769965277777
590,Marnus Labuschagne,"Australia in India ODI Series, 2022/23",17 Mar 2023,3,2.0,0,43,28,21.50,67.0,64.17,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,25.19326171875,76.305146484375,0.10143218315972222
591,Marnus Labuschagne,"Australia in South Africa ODI Series, 2023/24",7 Sep 2023,5,5.0,1,283,124,70.75,293.0,96.58,1,1,0,34,2,0,0,0,0,0,0,0,0,5,0,47.971630859375,86.4425732421875,0.14838275824652777
592,Marnus Labuschagne,"Australia in India ODI Series, 2023/24",22 Sep 2023,3,3.0,0,138,72,46.00,138.0,100.00,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,46.9858154296875,93.22128662109375,0.15085804578993056
593,Marnus Labuschagne,"ICC Cricket World Cup (in India), 2023/24",8 Oct 2023,8,8.0,0,286,71,35.75,371.0,77.08,0,2,0,25,2,1,0,0,1,0,1,1,1,1,1,41.36790771484375,85.15064331054688,0.15272068956163193
594,Mitchell Marsh,"Australia in South Africa ODI Series, 2011/12",19 Oct 2011,1,1.0,1,8,8*,-,5.0,160.00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,160.0,0.016666666666666666
595,Mitchell Marsh,"ICC Champions Trophy (in England), 2013",8 Jun 2013,3,3.0,0,31,22,10.33,50.0,62.00,0,0,0,4,0,0,0,0,1,0,0,1,0,0,1,5.165,111.0,0.03611111111111111
596,Mitchell Marsh,"Zimbabwe Triangular Series (Australia, South Africa, Zimbabwe), 2014",25 Aug 2014,5,5.0,1,222,89,55.50,230.0,96.52,0,2,0,14,12,0,0,0,0,0,0,0,0,3,0,30.3325,103.75999999999999,0.09472222222222221
597,Mitchell Marsh,"South Africa in Australia ODI Series, 2014/15",14 Nov 2014,3,3.0,0,99,67,33.00,116.0,85.34,0,1,0,6,2,0,0,0,0,0,0,0,0,3,0,31.666249999999998,94.55,0.11180555555555555
598,Mitchell Marsh,"Carlton Mid One-Day International Tri-Series (Australia, England, India in Australia), 2014/15",26 Jan 2015,2,1.0,0,60,60,60.00,68.0,88.23,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,45.833124999999995,91.39,0.1692361111111111
599,Mitchell Marsh,"ICC Cricket World Cup (in Australia/New Zealand), 2014/15",14 Feb 2015,3,3.0,0,31,23,10.33,31.0,100.00,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,28.081562499999997,95.695,0.10184027777777777
600,Mitchell Marsh,"Chappell-Hadlee Trophy (Australia in New Zealand), 2014/15",28 Feb 2015,1,1.0,0,0,0,0.00,2.0,0.00,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28.081562499999997,95.695,0.05425347222222222
601,Mitchell Marsh,"Australia in Ireland ODI Match, 2015",27 Aug 2015,1,1.0,0,11,11,11.00,15.0,73.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.520390625,60.58875,0.05212673611111111
602,Mitchell Marsh,"Australia in England ODI Series, 2015",3 Sep 2015,5,4.0,1,134,64,44.66,115.0,116.52,0,1,0,10,4,0,0,0,5,0,0,0,0,0,0,28.590195312499997,88.554375,0.07398003472222223
603,Mitchell Marsh,"India in Australia ODI Series, 2015/16",12 Jan 2016,4,4.0,2,164,102*,82.00,153.0,107.18,1,0,0,15,2,0,0,0,0,0,0,0,0,0,0,55.29509765625,97.8671875,0.10074001736111111
604,Mitchell Marsh,"Chappell-Hadlee Trophy (Australia in New Zealand), 2015/16",3 Feb 2016,3,3.0,1,110,69*,55.00,118.0,93.22,0,1,1,13,2,0,0,0,0,0,0,3,0,0,0,55.147548828125,95.54359375,0.11592556423611111
605,Mitchell Marsh,"West Indies Tri-Nation Series (Australia, South Africa, West Indies), 2016",5 Jun 2016,7,6.0,2,154,79*,38.50,190.0,81.05,0,1,0,14,0,0,0,0,0,0,0,0,0,3,0,46.8237744140625,88.296796875,0.11074055989583334
606,Mitchell Marsh,"Australia v Ireland ODI Match (in South Africa), 2016/17",27 Sep 2016,1,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,46.8237744140625,88.296796875,0.11074055989583334
607,Mitchell Marsh,"Australia in South Africa ODI Series, 2016/17",30 Sep 2016,5,5.0,0,137,50,27.40,162.0,84.56,0,1,0,16,4,0,0,0,0,0,0,0,0,5,0,25.405943603515624,64.35419921875,0.08168513997395833
608,Mitchell Marsh,"Chappell-Hadlee Trophy [New Zealand in Australia], 2016/17",4 Dec 2016,3,3.0,1,77,76*,38.50,45.0,171.11,0,1,1,2,7,0,0,0,0,0,0,3,0,0,0,31.952971801757812,117.73209960937501,0.06584256998697917
609,Mitchell Marsh,"Pakistan in Australia ODI Series, 2016/17",13 Jan 2017,2,2.0,0,4,4,2.00,18.0,22.22,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,16.976485900878906,69.9760498046875,0.047921284993489584
610,Mitchell Marsh,"England in Australia ODI Series, 2017/18",14 Jan 2018,5,5.0,0,186,55,37.20,218.0,85.32,0,2,0,14,3,0,0,0,5,0,0,0,0,0,0,27.088242950439454,77.64802490234375,0.09662730916341146
611,Mitchell Marsh,"Australia in South Africa ODI Series, 2019/20",29 Feb 2020,3,3.0,0,84,36,28.00,105.0,80.00,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,27.544121475219725,78.82401245117188,0.10664698791503907
612,Mitchell Marsh,"Chappell-Hadlee Trophy [New Zealand in Australia], 2019/20",13 Mar 2020,1,1.0,0,27,27,27.00,34.0,79.41,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,27.272060737609863,79.11700622558594,0.1099901606241862
