,Player,Series,date,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,0,4s,6s,Afghanistan,Australia,Bangladesh,England,India,Netherlands,New Zealand,Pakistan,South Africa,Sri Lanka,AVG_Run,AVG_SR,AVG_BF
0,Virat Kohli,"India in Sri Lanka ODI Series, 2008",18 Aug 2008,5,5.0,0,159,54,31.80,239.0,66.52,0,1,0,21,1,0,0,0,0,0,0,0,0,0,5,31.8,66.52,0.15933333333333333
1,Virat Kohli,"Compaq Cup (India, New Zealand, Sri Lanka in Sri Lanka), 2009",14 Sep 2009,1,1.0,1,2,2*,-,2.0,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.8,83.25999999999999,0.08299999999999999
2,Virat Kohli,"ICC Champions Trophy (in South Africa), 2009/10",26 Sep 2009,3,2.0,1,95,79*,95.00,128.0,74.21,0,1,0,10,2,0,1,0,0,0,0,0,1,0,0,55.45,78.73499999999999,0.14816666666666667
3,Virat Kohli,"Australia in India ODI Series, 2009/10",25 Oct 2009,2,2.0,0,40,30,20.00,57.0,70.17,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,37.725,74.45249999999999,0.12158333333333333
4,Virat Kohli,"Sri Lanka in India ODI Series, 2009/10",15 Dec 2009,4,3.0,0,188,107,62.66,198.0,94.94,1,1,0,22,1,0,0,0,0,0,0,0,0,0,4,50.192499999999995,84.69624999999999,0.17079166666666667
5,Virat Kohli,"Tri-Nation Tournament in Bangladesh, 2009/10",5 Jan 2010,5,5.0,2,275,102*,91.66,285.0,96.49,1,2,0,28,0,0,0,2,0,0,0,0,0,0,3,70.92625,90.59312499999999,0.18039583333333334
6,Virat Kohli,"South Africa in India ODI Series, 2009/10",21 Feb 2010,3,2.0,0,88,57,44.00,117.0,75.21,0,1,0,5,1,0,0,0,0,0,0,0,0,3,0,57.463125,82.90156249999998,0.1876979166666667
7,Virat Kohli,"Zimbabwe Triangular Series (India, Sri Lanka, Zimbabwe), 2010",28 May 2010,4,4.0,0,168,82,42.00,216.0,77.77,0,2,1,10,0,0,0,0,0,0,0,0,0,0,2,49.731562499999995,80.33578125,0.18384895833333334
8,Virat Kohli,"Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Sri Lanka), 2010",16 Jun 2010,4,4.0,0,67,28,16.75,97.0,69.07,0,0,0,6,0,0,0,1,0,0,0,0,1,0,2,33.24078125,74.702890625,0.13234114583333334
9,Virat Kohli,"Sri Lanka Triangular Series (India, New Zealand, Sri Lanka), 2010",16 Aug 2010,3,3.0,0,45,37,15.00,76.0,59.21,0,0,1,6,0,0,0,0,0,0,0,1,0,0,2,24.120390625,66.9564453125,0.10839279513888889
10,Virat Kohli,"Australia in India ODI Series, 2010/11",20 Oct 2010,1,1.0,0,118,118,118.00,121.0,97.52,1,0,0,11,1,0,1,0,0,0,0,0,0,0,0,71.0601953125,82.23822265625,0.2558630642361111
11,Virat Kohli,"New Zealand in India ODI Series, 2010/11",28 Nov 2010,5,5.0,1,234,105,58.50,257.0,91.05,1,2,1,24,2,0,0,0,0,0,0,5,0,0,0,64.78009765625,86.644111328125,0.21359819878472222
12,Virat Kohli,"India in South Africa ODI Series, 2010/11",12 Jan 2011,5,5.0,1,193,87*,48.25,243.0,79.42,0,2,0,15,3,0,0,0,0,0,0,0,0,5,0,56.515048828125,83.03205566406251,0.1877990993923611
13,Virat Kohli,"ICC Cricket World Cup (in Bangladesh/India/Sri Lanka), 2010/11",19 Feb 2011,9,9.0,1,282,100*,35.25,343.0,82.21,1,1,0,24,2,0,1,1,1,0,1,0,1,1,1,45.8825244140625,82.62102783203125,0.15741806821469906
14,Virat Kohli,"India in West Indies ODI Series, 2011",6 Jun 2011,5,5.0,0,199,94,39.80,249.0,79.91,0,2,1,17,1,0,0,0,0,0,0,0,0,0,0,42.84126220703125,81.26551391601562,0.16170903410734955
15,Virat Kohli,"NatWest Series [India in England], 2011",3 Sep 2011,5,5.0,0,194,107,38.80,229.0,84.71,1,1,0,14,1,0,0,0,5,0,0,0,0,0,0,40.82063110351562,82.98775695800781,0.1571878503870081
16,Virat Kohli,"England in India ODI Series, 2011/12",14 Oct 2011,5,5.0,2,270,112*,90.00,295.0,91.52,1,1,1,32,0,0,0,0,5,0,0,0,0,0,0,65.4103155517578,87.2538784790039,0.17692725852683738
17,Virat Kohli,"West Indies in India ODI Series, 2011/12",29 Nov 2011,5,5.0,1,243,117,60.75,255.0,95.29,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,63.0801577758789,91.27193923950196,0.17346362926341868
18,Virat Kohli,"Commonwealth Bank Series (Australia, India, Sri Lanka in Australia), 2011/12",5 Feb 2012,8,8.0,1,373,133*,53.28,402.0,92.78,1,2,0,33,3,0,4,0,0,0,0,0,0,0,4,58.18007888793945,92.02596961975098,0.17048181463170936
19,Virat Kohli,"Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Bangladesh), 2011/12",13 Mar 2012,3,3.0,0,357,183,119.00,350.0,102.00,2,1,0,34,1,0,0,1,0,0,0,0,1,0,1,88.59003944396973,97.01298480987549,0.27968535176029913
20,Virat Kohli,"India in Sri Lanka ODI Series, 2012",21 Jul 2012,5,5.0,1,296,128*,74.00,337.0,87.83,2,0,0,25,1,0,0,0,0,0,0,0,0,0,5,81.29501972198486,92.42149240493774,0.2521760092134829
21,Virat Kohli,"Pakistan in India ODI Series, 2012/13",30 Dec 2012,3,3.0,0,13,7,4.33,31.0,41.93,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,42.81250986099243,67.17574620246887,0.14331022682896366
22,Virat Kohli,"England in India ODI Series, 2012/13",11 Jan 2013,5,5.0,1,155,77*,38.75,189.0,82.01,0,1,1,14,3,0,0,0,5,0,0,0,0,0,0,40.78125493049622,74.59287310123443,0.13465511341448183
23,Virat Kohli,"ICC Champions Trophy (in England), 2013",6 Jun 2013,5,5.0,2,176,58*,58.66,184.0,95.65,0,1,0,17,2,0,0,0,1,0,0,0,1,1,1,49.72062746524811,85.12143655061722,0.12866089004057424
24,Virat Kohli,"West Indies Tri-Nation Series (India, Sri Lanka, West Indies), 2013",30 Jun 2013,5,5.0,0,148,102,29.60,166.0,89.15,1,0,0,17,3,0,0,0,0,0,0,0,0,0,3,39.660313732624054,87.13571827530862,0.11966377835362045
25,Virat Kohli,"India in Zimbabwe ODI Series, 2013",24 Jul 2013,5,3.0,1,197,115,98.50,214.0,92.05,1,1,0,20,2,0,0,0,0,0,0,0,0,0,0,69.08015686631202,89.5928591376543,0.1787207780656991
26,Virat Kohli,"Australia in India ODI Series, 2013/14",13 Oct 2013,6,5.0,2,344,115*,114.66,279.0,123.29,2,2,1,41,8,0,6,0,0,0,0,0,0,0,0,91.87007843315601,106.44142956882715,0.18236038903284957
27,Virat Kohli,"West Indies in India ODI Series, 2013/14",21 Nov 2013,3,3.0,0,204,99,68.00,202.0,100.99,0,2,0,21,2,0,0,0,0,0,0,0,0,0,0,79.935039216578,103.71571478441356,0.203402416738647
28,Virat Kohli,"India in South Africa ODI Series, 2013/14",5 Dec 2013,3,2.0,0,31,31,15.50,40.0,77.50,0,0,1,5,0,0,0,0,0,0,0,0,0,3,0,47.717519608289,90.60785739220678,0.13503454170265683
29,Virat Kohli,"India in New Zealand ODI Series, 2013/14",19 Jan 2014,5,5.0,0,291,123,58.20,284.0,102.46,1,2,0,26,7,0,0,0,0,0,0,5,0,0,0,52.958759804144506,96.53392869610339,0.1621839375179951
30,Virat Kohli,"Asia Cup (Afghanistan, Bangladesh, India, Pakistan, Sri Lanka in Bangladesh), 2013/14",26 Feb 2014,4,3.0,0,189,136,63.00,184.0,102.71,1,0,0,20,3,1,0,1,0,0,0,0,1,0,1,57.97937990207225,99.62196434805169,0.18331419098121976
31,Virat Kohli,"India in England ODI Series, 2014",27 Aug 2014,4,4.0,1,54,40,18.00,77.0,70.12,0,0,1,4,1,0,0,0,4,0,0,0,0,0,0,37.98968995103613,84.87098217402584,0.1237404288239432
32,Virat Kohli,"West Indies in India ODI Series, 2014/15",8 Oct 2014,3,3.0,0,191,127,63.66,197.0,96.95,1,1,0,18,3,0,0,0,0,0,0,0,0,0,0,50.82484497551806,90.91049108701293,0.17131465885641606
33,Virat Kohli,"Sri Lanka in India ODI Series, 2014/15",2 Nov 2014,5,5.0,1,329,139*,82.25,316.0,104.11,1,2,0,26,6,0,0,0,0,0,0,0,0,0,5,66.53742248775903,97.51024554350647,0.19099066276154136
34,Virat Kohli,"Carlton Mid One-Day International Tri-Series (Australia, England, India in Australia), 2014/15",18 Jan 2015,4,4.0,1,24,9,8.00,52.0,46.15,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,37.268711243879515,71.83012277175324,0.11716199804743735
35,Virat Kohli,"ICC Cricket World Cup (in Australia/New Zealand), 2014/15",15 Feb 2015,8,8.0,2,305,107,50.83,374.0,81.55,1,0,0,29,1,0,1,1,0,0,0,0,1,1,0,44.04935562193975,76.69006138587662,0.13649766569038535
36,Virat Kohli,"India in Bangladesh ODI Series, 2015",18 Jun 2015,3,3.0,0,49,25,16.33,66.0,74.24,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,30.189677810969876,75.46503069293831,0.10491549951185934
37,Virat Kohli,"South Africa in India ODI Series, 2015/16",11 Oct 2015,5,5.0,0,245,138,49.00,281.0,87.18,1,1,0,11,6,0,0,0,0,0,0,0,0,5,0,39.594838905484934,81.32251534646916,0.14612441642259633
38,Virat Kohli,"India in Australia ODI Series, 2015/16",12 Jan 2016,5,5.0,0,381,117,76.20,384.0,99.21,2,2,0,32,4,0,5,0,0,0,0,0,0,0,0,57.89741945274247,90.26625767323458,0.20106220821129817
39,Virat Kohli,"New Zealand in India ODI Series, 2016/17",16 Oct 2016,5,5.0,2,358,154*,119.33,355.0,100.84,1,2,0,30,4,0,0,0,0,0,0,5,0,0,0,88.61370972637124,95.55312883661729,0.21886443743898243
40,Virat Kohli,"England in India ODI Series, 2016/17",15 Jan 2017,3,3.0,0,185,122,61.66,173.0,106.93,1,1,0,18,5,0,0,0,3,0,0,0,0,0,0,75.13685486318562,101.24156441830866,0.2055433298306023
41,Virat Kohli,"ICC Champions Trophy (in England), 2017",4 Jun 2017,5,5.0,3,258,96*,129.00,261.0,98.85,0,3,1,26,4,0,0,1,0,0,0,0,2,1,1,102.06842743159281,100.04578220915432,0.18977166491530115
42,Virat Kohli,"India in West Indies ODI Series, 2017",23 Jun 2017,5,5.0,2,244,111*,81.33,262.0,93.12,1,1,0,19,6,0,0,0,0,0,0,0,0,0,0,91.6992137157964,96.58289110457716,0.1822191657909839
43,Virat Kohli,"India in Sri Lanka ODI Series, 2017",20 Aug 2017,5,5.0,2,330,131,110.00,295.0,111.86,2,1,0,37,3,0,0,0,0,0,0,0,0,0,5,100.84960685789821,104.22144555228857,0.18944291622882528
44,Virat Kohli,"Australia in India ODI Series, 2017/18",17 Sep 2017,5,5.0,0,180,92,36.00,222.0,81.08,0,1,1,15,0,0,5,0,0,0,0,0,0,0,0,68.4248034289491,92.65072277614428,0.16872145811441264
45,Virat Kohli,"New Zealand in India ODI Series, 2017/18",22 Oct 2017,3,3.0,0,263,121,87.66,260.0,101.15,2,0,0,21,4,0,0,0,0,0,0,3,0,0,0,78.04240171447455,96.90036138807214,0.22880517350165075
46,Virat Kohli,"India in South Africa ODI Series, 2017/18",1 Feb 2018,6,6.0,3,558,160*,186.00,561.0,99.46,3,1,0,54,6,0,0,0,0,0,0,0,0,6,0,132.02120085723726,98.18018069403607,0.2702359200841587
47,Virat Kohli,"India in England ODI Series, 2018",12 Jul 2018,3,3.0,0,191,75,63.66,210.0,90.95,0,2,0,17,0,0,0,0,3,0,0,0,0,0,0,97.84060042861863,94.56509034701804,0.251784626708746
48,Virat Kohli,"West Indies in India ODI Series, 2018/19",21 Oct 2018,5,5.0,2,453,157*,151.00,401.0,112.96,3,0,0,52,7,0,0,0,0,0,0,0,0,0,0,124.42030021430932,103.76254517350901,0.25955898002103966
49,Virat Kohli,"India in Australia ODI Series, 2018/19",12 Jan 2019,3,3.0,0,153,104,51.00,182.0,84.06,1,0,0,8,2,0,3,0,0,0,0,0,0,0,0,87.71015010715466,93.9112725867545,0.23089060112163096
50,Virat Kohli,"India in New Zealand ODI Series, 2018/19",23 Jan 2019,3,3.0,0,148,60,49.33,178.0,83.14,0,1,0,14,1,0,0,0,0,0,0,3,0,0,0,68.52007505357733,88.52563629337726,0.21433418944970437
51,Virat Kohli,"Australia in India ODI Series, 2018/19",2 Mar 2019,5,5.0,0,310,123,62.00,288.0,107.63,2,0,0,35,2,0,5,0,0,0,0,0,0,0,0,65.26003752678866,98.07781814668863,0.20316709472485217
52,Virat Kohli,"ICC Cricket World Cup (in England), 2019",5 Jun 2019,9,9.0,1,443,82,55.37,471.0,94.05,0,5,0,38,2,1,1,1,1,0,0,1,1,1,1,60.315018763394335,96.06390907334432,0.18880576958464831
53,Virat Kohli,"India in West Indies ODI Series, 2019",8 Aug 2019,3,2.0,1,234,120,234.00,224.0,104.46,2,0,0,28,1,0,0,0,0,0,0,0,0,0,0,147.15750938169717,100.26195453667216,0.2810695514589908
54,Virat Kohli,"West Indies in India ODI Series, 2019/20",15 Dec 2019,3,3.0,0,89,85,29.66,86.0,103.48,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,88.40875469084858,101.87097726833608,0.1883125535072732
55,Virat Kohli,"Australia in India ODI Series, 2019/20",14 Jan 2020,3,3.0,0,183,89,61.00,181.0,101.10,0,2,0,14,1,0,3,0,0,0,0,0,0,0,0,74.70437734542429,101.48548863416804,0.19471183230919215
56,Virat Kohli,"India in New Zealand ODI Series, 2019/20",5 Feb 2020,3,3.0,0,75,51,25.00,100.0,75.00,0,1,0,7,1,0,0,0,0,0,0,3,0,0,0,49.852188672712145,88.24274431708402,0.15291147171015163
57,Virat Kohli,"ICC Men's Cricket World Cup Super League, 2020-2022/23",27 Nov 2020,9,9.0,0,328,89,36.44,371.0,88.40,0,4,1,29,4,0,3,0,3,0,0,0,0,0,0,43.14609433635607,88.321372158542,0.14515943955877952
58,Virat Kohli,"India in Australia ODI Series, 2020/21",27 Nov 2020,3,3.0,0,173,89,57.66,186.0,93.01,0,2,0,14,3,0,3,0,0,0,0,0,0,0,0,50.403047168178034,90.66568607927101,0.1759130531127231
59,Virat Kohli,"England in India ODI Series, 2020/21",23 Mar 2021,3,3.0,0,129,66,43.00,149.0,86.57,0,2,0,10,1,0,0,0,3,0,0,0,0,0,0,46.70152358408902,88.6178430396355,0.17073430433413933
60,Virat Kohli,"India in South Africa ODI Series, 2021/22",19 Jan 2022,3,3.0,0,116,65,38.66,152.0,76.31,0,2,1,8,0,0,0,0,0,0,0,0,0,3,0,42.68076179204451,82.46392151981775,0.16981159661151413
61,Virat Kohli,"West Indies in India ODI Series, 2021/22",6 Feb 2022,3,3.0,0,26,18,8.66,36.0,72.22,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,25.67038089602225,77.34196075990887,0.10490579830575707
62,Virat Kohli,"India in England ODI Series, 2022",14 Jul 2022,2,2.0,0,33,17,16.50,47.0,70.21,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,21.085190448011126,73.77598037995443,0.0916195658195452
63,Virat Kohli,"India in Bangladesh ODI Series, 2022/23",4 Dec 2022,3,3.0,0,127,113,42.33,112.0,113.39,1,0,0,13,2,0,0,3,0,0,0,0,0,0,0,31.707595224005562,93.58299018997721,0.10803200513199482
64,Virat Kohli,"Sri Lanka in India ODI Series, 2022/23",10 Jan 2023,3,3.0,1,283,166*,141.50,206.0,137.37,2,0,0,26,9,0,0,0,0,0,0,0,0,0,3,86.60379761200278,115.4764950949886,0.16846044701044185
65,Virat Kohli,"New Zealand in India ODI Series, 2022/23",18 Jan 2023,3,3.0,0,55,36,18.33,46.0,119.56,0,0,0,6,1,0,0,0,0,0,0,3,0,0,0,52.46689880600139,117.5182475474943,0.10978577906077648
66,Virat Kohli,"Australia in India ODI Series, 2022/23",17 Mar 2023,3,3.0,0,89,54,29.66,116.0,76.72,0,1,0,7,1,0,3,0,0,0,0,0,0,0,0,41.063449403000696,97.11912377374715,0.11933733397483268
67,Virat Kohli,"India in West Indies ODI Series, 2023",27 Jul 2023,1,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,41.063449403000696,97.11912377374715,0.11933733397483268
68,Virat Kohli,"Asia Cup (Afghanistan, Bangladesh, India, Nepal, Pakistan, Sri Lanka in Pakistan/Sri Lanka), 2023",2 Sep 2023,5,3.0,1,129,122*,64.50,113.0,114.15,1,0,0,10,3,0,0,0,0,0,0,0,2,0,2,42.515862350750176,81.3547809434368,0.09261211127148594
69,Virat Kohli,"Australia in India ODI Series, 2023/24",27 Sep 2023,1,1.0,0,56,56,56.00,61.0,91.80,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,49.25793117537509,86.57739047171839,0.14797272230240965
70,Virat Kohli,"ICC Cricket World Cup (in India), 2023/24",8 Oct 2023,8,8.0,3,543,103*,108.60,615.0,88.29,2,4,1,50,6,1,1,1,1,0,0,1,1,1,1,78.92896558768754,87.4336952358592,0.20211136115120482
71,Shubman Gill,"India in New Zealand ODI Series, 2018/19",31 Jan 2019,2,2.0,0,16,9,8.00,32.0,50.00,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,8.0,50.0,0.05333333333333334
72,Shubman Gill,"ICC Men's Cricket World Cup Super League, 2020-2022/23",2 Dec 2020,10,10.0,2,466,130,58.25,461.0,101.08,1,2,0,54,7,0,1,0,0,0,0,3,0,3,0,33.125,75.53999999999999,0.10350000000000001
73,Shubman Gill,"India in Australia ODI Series, 2020/21",2 Dec 2020,1,1.0,0,33,33,33.00,39.0,84.61,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,33.0625,80.07499999999999,0.11675
74,Shubman Gill,"India in West Indies ODI Series, 2022",22 Jul 2022,3,3.0,1,205,98*,102.50,200.0,102.50,0,2,0,18,4,0,0,0,0,0,0,0,0,0,0,67.78125,91.2875,0.16948611111111112
75,Shubman Gill,"India in Zimbabwe ODI Series, 2022",18 Aug 2022,3,3.0,1,245,130,122.50,203.0,120.68,1,1,0,31,2,0,0,0,0,0,0,0,0,0,0,95.140625,105.98375,0.19752083333333334
76,Shubman Gill,"South Africa in India ODI Series, 2022/23",6 Oct 2022,3,3.0,0,80,49,26.66,90.0,88.88,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,60.9003125,97.43187499999999,0.14876041666666667
77,Shubman Gill,"India in New Zealand ODI Series, 2022/23",25 Nov 2022,3,3.0,1,108,50,54.00,129.0,83.72,0,1,0,7,4,0,0,0,0,0,0,3,0,0,0,57.45015625,90.5759375,0.14604687500000002
78,Shubman Gill,"Sri Lanka in India ODI Series, 2022/23",10 Jan 2023,3,3.0,0,207,116,69.00,169.0,122.48,1,1,0,30,2,0,0,0,0,0,0,0,0,0,3,63.225078124999996,106.52796875,0.1669123263888889
79,Shubman Gill,"New Zealand in India ODI Series, 2022/23",18 Jan 2023,3,3.0,1,360,208,180.00,280.0,128.57,2,0,0,38,14,0,0,0,0,0,0,3,0,0,0,121.61253906249999,117.548984375,0.23901171875
80,Shubman Gill,"Australia in India ODI Series, 2022/23",17 Mar 2023,3,3.0,0,57,37,19.00,82.0,69.51,0,0,1,7,1,0,3,0,0,0,0,0,0,0,0,70.30626953125,93.52949218750001,0.16506141493055554
81,Shubman Gill,"India in West Indies ODI Series, 2023",27 Jul 2023,3,3.0,0,126,85,42.00,157.0,80.25,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,56.153134765625,86.88974609375,0.1697529296875
82,Shubman Gill,"Asia Cup (Afghanistan, Bangladesh, India, Nepal, Pakistan, Sri Lanka in Pakistan/Sri Lanka), 2023",2 Sep 2023,6,6.0,2,302,121,75.50,323.0,93.49,1,2,0,35,6,0,0,1,0,0,0,0,2,0,2,65.8265673828125,90.189873046875,0.1745986870659722
83,Shubman Gill,"Australia in India ODI Series, 2023/24",22 Sep 2023,2,2.0,0,178,104,89.00,160.0,111.25,1,1,0,12,6,0,2,0,0,0,0,0,0,0,0,77.41328369140625,100.7199365234375,0.22063267686631943
84,Shubman Gill,"ICC Cricket World Cup (in India), 2023/24",14 Oct 2023,6,6.0,0,219,92,36.50,226.0,96.90,0,2,0,30,5,0,0,1,1,0,0,1,1,1,1,56.956641845703125,98.80996826171875,0.1730941162109375
85,Rohit Sharma,"India in Ireland ODI Match, 2007",23 Jun 2007,1,0.0,-,-,-,-,0.0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
86,Rohit Sharma,"Future Cup (India, South Africa in Ireland), 2007",26 Jun 2007,1,1.0,0,8,8,8.00,9.0,88.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,44.44,0.015
87,Rohit Sharma,"Australia in India ODI Series, 2007/08",5 Oct 2007,1,1.0,0,1,1,1.00,4.0,25.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5,34.72,0.014166666666666668
88,Rohit Sharma,"Pakistan in India ODI Series, 2007/08",18 Nov 2007,1,1.0,0,52,52,52.00,61.0,85.24,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,27.25,59.98,0.10875
89,Rohit Sharma,"Commonwealth Bank Series (Australia, India, Sri Lanka in Australia), 2007/08",3 Feb 2008,10,10.0,3,235,70*,33.57,311.0,75.56,0,2,1,20,1,0,6,0,0,0,0,0,0,0,4,30.41,67.77,0.10620833333333334
90,Rohit Sharma,"Kitply Cup (Bangladesh, India, Pakistan in Bangladesh), 2008",10 Jun 2008,3,3.0,0,59,26,19.66,97.0,60.82,0,0,0,6,1,0,0,1,0,0,0,0,2,0,0,25.035,64.295,0.10699305555555555
91,Rohit Sharma,"Asia Cup (Bangladesh, Hong Kong, India, Pakistan, Sri Lanka, United Arab Emirates in Pakistan), 2008",25 Jun 2008,6,6.0,2,116,58,29.00,160.0,72.50,0,1,0,8,0,0,0,1,0,0,0,0,2,0,2,27.0175,68.39750000000001,0.09794097222222223
92,Rohit Sharma,"India in Sri Lanka ODI Series, 2008",18 Aug 2008,5,5.0,0,72,32,14.40,93.0,77.41,0,0,1,4,1,0,0,0,0,0,0,0,0,0,5,20.70875,72.90375,0.07997048611111111
93,Rohit Sharma,"England in India ODI Series, 2008/09",14 Nov 2008,4,4.0,2,50,28,25.00,72.0,69.44,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,22.854374999999997,71.171875,0.06998524305555556
94,Rohit Sharma,"India in Sri Lanka ODI Series, 2008/09",28 Jan 2009,3,3.0,2,44,25*,44.00,58.0,75.86,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,33.4271875,73.5159375,0.06721484375
95,Rohit Sharma,"India in New Zealand ODI Series, 2008/09",11 Mar 2009,2,1.0,1,43,43*,-,74.0,58.10,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,33.4271875,65.80796875,0.15694075520833334
96,Rohit Sharma,"India in West Indies ODI Series, 2009",26 Jun 2009,4,3.0,0,15,11,5.00,23.0,65.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.856796875,65.508984375,0.09124815538194445
97,Rohit Sharma,"South Africa in India ODI Series, 2009/10",27 Feb 2010,1,1.0,0,48,48,48.00,61.0,78.68,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,29.4283984375,72.09449218750001,0.1472907443576389
98,Rohit Sharma,"Zimbabwe Triangular Series (India, Sri Lanka, Zimbabwe), 2010",28 May 2010,4,4.0,1,260,114,86.66,284.0,91.54,2,0,0,13,6,0,0,0,0,0,0,0,0,0,2,58.044199218749995,81.81724609375001,0.1919787055121528
99,Rohit Sharma,"Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Sri Lanka), 2010",16 Jun 2010,4,4.0,0,132,69,33.00,150.0,88.00,0,1,1,12,0,0,0,1,0,0,0,0,1,0,2,45.522099609375,84.90862304687501,0.1584893527560764
100,Rohit Sharma,"Sri Lanka Triangular Series (India, New Zealand, Sri Lanka), 2010",10 Aug 2010,4,4.0,0,20,11,5.00,43.0,46.51,0,0,1,2,0,0,0,0,0,0,0,1,0,0,3,25.2610498046875,65.7093115234375,0.09716134304470486
101,Rohit Sharma,"New Zealand in India ODI Series, 2010/11",7 Dec 2010,2,1.0,0,44,44,44.00,48.0,91.66,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,34.63052490234375,78.68465576171874,0.12858067152235242
102,Rohit Sharma,"India in South Africa ODI Series, 2010/11",12 Jan 2011,5,5.0,0,49,23,9.80,100.0,49.00,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,22.215262451171874,63.84232788085937,0.09762366909450954
103,Rohit Sharma,"India in West Indies ODI Series, 2011",6 Jun 2011,5,5.0,3,257,86*,128.50,299.0,85.95,0,3,0,11,5,0,0,0,0,0,0,0,0,0,0,75.35763122558593,74.89616394042969,0.14847850121392142
104,Rohit Sharma,"NatWest Series [India in England], 2011",3 Sep 2011,1,1.0,1,0,0*,-,1.0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.35763122558593,74.89616394042969,0.07590591727362737
105,Rohit Sharma,"West Indies in India ODI Series, 2011/12",29 Nov 2011,5,5.0,1,305,95,76.25,339.0,89.97,0,3,0,24,4,0,0,0,0,0,0,0,0,0,0,56.96440780639648,63.70904098510742,0.15095295863681368
106,Rohit Sharma,"Commonwealth Bank Series (Australia, India, Sri Lanka in Australia), 2011/12",5 Feb 2012,5,5.0,0,79,33,15.80,111.0,71.17,0,0,1,6,1,0,3,0,0,0,0,0,0,0,2,36.38220390319824,67.43952049255371,0.11247647931840685
107,Rohit Sharma,"Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Bangladesh), 2011/12",13 Mar 2012,3,2.0,0,72,68,36.00,89.0,80.89,0,1,0,5,1,0,0,1,0,0,0,0,1,0,1,36.19110195159912,74.16476024627686,0.1304049063258701
108,Rohit Sharma,"India in Sri Lanka ODI Series, 2012",21 Jul 2012,5,5.0,0,13,5,2.60,37.0,35.13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,19.395550975799562,54.64738012313843,0.07753578649626838
109,Rohit Sharma,"Pakistan in India ODI Series, 2012/13",30 Dec 2012,1,1.0,0,4,4,4.00,14.0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.697775487899781,41.60869006156922,0.06210122658146752
110,Rohit Sharma,"England in India ODI Series, 2012/13",23 Jan 2013,2,2.0,0,87,83,43.50,102.0,85.29,0,1,0,12,1,0,0,0,2,0,0,0,0,0,0,27.59888774394989,63.44934503078461,0.11605061329073377
111,Rohit Sharma,"ICC Champions Trophy (in England), 2013",6 Jun 2013,5,5.0,0,177,65,35.40,233.0,75.96,0,2,0,22,1,0,0,0,1,0,0,0,1,1,1,31.499443871974947,69.7046725153923,0.13569197331203353
112,Rohit Sharma,"West Indies Tri-Nation Series (India, Sri Lanka, West Indies), 2013",30 Jun 2013,5,5.0,1,217,60,54.25,352.0,61.64,0,2,0,16,3,0,0,0,0,0,0,0,0,0,3,42.87472193598747,65.67233625769614,0.1851793199893501
113,Rohit Sharma,"India in Zimbabwe ODI Series, 2013",24 Jul 2013,4,4.0,1,99,64*,33.00,158.0,62.65,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,37.93736096799374,64.16116812884808,0.15842299332800838
114,Rohit Sharma,"Australia in India ODI Series, 2013/14",13 Oct 2013,6,6.0,2,491,209,122.75,452.0,108.62,2,1,0,45,23,0,6,0,0,0,0,0,0,0,0,80.34368048399688,86.39058406442405,0.20476705221955976
